brand,name,price,explain,patty,wordlist
버거킹,통새우와퍼주니어,5300,"불맛 가득 순쇠고기, 갈릭페퍼 통새우, 스파이시토마토소스가 더해진 프리미엄 버거 빵, 케첩, 마요네즈, 양상추, 토마토, 패티, 양파, 피클, 통새우, 스파이시토마토소스",새우 패티,불맛 가득 쇠고기 갈릭 페퍼 새우 스파이 토마토 소스 더하다 프리미엄 케첩 마요네즈 양상추 패티 양파 피클
버거킹,핫칠리러버,3900,"소스라치는 매콤함, 소스라치는 가격 3,900 빵, 쇠고기패티, 양상추, 생양파, 크리미 칠리소스",소고기 패티,소스 치다 매콤 가격 쇠고기 패티 양상추 양파 크리미 칠리소스
버거킹,핫칠리러버 몬스터,4900,"바삭한 킹치킨 패티와 순쇠고기 패티, 매콤한 소스까지 전부! 빵, 쇠고기패티, 치킨패티,  양상추, 생양파, 크리미 칠리소스",치킨 패티,바삭 치킨 패티 쇠고기 매콤 소스 양상추 양파 크리미 칠리소스
버거킹,핫칠리러버 더블,4900,"매콤한 소스에 순쇠고기 패티를 두 배로! 빵, 쇠고기패티, 양상추, 생양파, 크리미 칠리소스",소고기 패티,매콤 소스 쇠고기 패티 양상추 양파 크리미 칠리소스
버거킹,더블비프불고기버거,5000,"달콤한 불고기 소스에 더블 패티로 더욱 깊어진 감칠맛! 에그번, 간장불고기소스, 쇠고기패티, 양파, 양상추",소고기 패티,달콤하다 불고기 소스 더블 패티 더욱 깊다 감칠맛 간장 쇠고기 양파 양상추
버거킹,치킨킹BLT,7400,"스파이시한 통닭다리살 프리미엄 치킨버거에 베이컨, 양상추, 토마토를 더했다. 치킨킹 BLT! 번, 치킨패티, 피클, 베이컨, 토마토, 양상추, 마요네즈. 스모키 머스터드",치킨 패티,스파이 시한 통닭 다리 프리미엄 치킨 베이컨 양상추 토마토 더하다 패티 피클 마요네즈 스모키 머스터드
버거킹,치킨킹,6400,"스파이시한 통닭다리살과 고소한 브리오쉬번이 만나 더 풍부해진 프리미엄 치킨버거. 치킨킹! 번, 치킨패티, 양상추, 피클, 마요네즈, 스모키 머스터드 소스",치킨 패티,스파이 시한 통닭 다리 고소하다 브리 오쉬 만나다 풍부하다 프리미엄 치킨 패티 양상추 피클 마요네즈 스모키 머스터드 소스
버거킹,비프&슈림프버거,7000,"불맛가득 순쇠고기 패티에 새콤달콤 특제소스 듬뿍! 에그번, 양상추, 레몬 특제소스, 토마토, 양파, 머스타드 소스, 슈림프 패티, 비프 패티",소고기 패티,불맛 가득 쇠고기 패티 콤달콤 특제 소스 듬뿍 양상추 레몬 토마토 양파 머스타드 림프 비프
버거킹,통새우슈림프버거,6000,"통통한 통새우에 새콤달콤 특제소스 듬뿍! 통새우 슈림프 버거 에그번, 양상추, 레몬 특제소스, 통새우 2마리, 슈림프 패티, 에그번",새우 패티,통통하다 새우 콤달콤 특제 소스 듬뿍 림프 양상추 레몬 마리 패티
버거킹,슈림프버거,5000,"탱글한 새우패티에 새콤달콤 특제소스 듬뿍! 에그번, 양상추, 레몬 특제소스,  슈림프 패티, 에그번",새우 패티,새우 패티 콤달콤 특제 소스 듬뿍 양상추 레몬 림프
버거킹,롱치킨버거,4700,"담백한 치킨 패티에 부드러운 마요네즈 소스와 싱싱한 야채가 듬뿍~ 양상추, 피클, 치킨패티, 마요네즈 소스",치킨 패티,담백하다 치킨 패티 부드럽다 마요네즈 소스 싱싱하다 야채 듬뿍 양상추 피클
버거킹,바비큐치킨버거,3700,"진한 바비큐 소스가 가득! 양상추, 피클, 치킨패티, 바비큐 소스",치킨 패티,진하다 바비큐 소스 가득 양상추 피클 치킨 패티
버거킹,치킨버거,3700,"부드러운 에그번과 킹치킨패티의 만남! 풍부한 마요 소스로 고소하게! 양상추, 피클, 치킨패티, 소스",치킨 패티,부드럽다 치킨 패티 풍부하다 소스 고소하다 양상추 피클
버거킹,통모짜와퍼,8900,"통모짜렐라 치즈가 통째로 늘어나다 쇠고기 패티, 통모짜렐라 튀김 패티, 베이컨, 생양파, 토마토, 양상추, 디아블로 소스",소고기 패티,통모 짜다 렐라 치즈 통째 늘어나다 쇠고기 패티 모짜렐라 튀김 베이컨 양파 토마토 양상추 디아블로 소스
버거킹,더블통모짜와퍼,10900,"통모짜렐라 치즈가 통째로, 불 맛 가득 와퍼 패티는 두 배로 쇠고기 패티, 통모짜렐라 튀김 패티, 베이컨, 생양파, 토마토, 양상추, 디아블로 소스",소고기 패티,통모 짜다 렐라 치즈 통째 가득 와퍼 패티 쇠고기 모짜렐라 튀김 베이컨 양파 토마토 양상추 디아블로 소스
버거킹,통모짜와퍼주니어,5900,"통째로 늘어나는 통모짜렐라 치즈를 와퍼주니어로 쇠고기 패티, 통모짜렐라 튀김 패티, 베이컨, 생양파, 토마토, 양상추, 디아블로 소스",소고기 패티,통째 늘어나다 모짜렐라 치즈 와퍼주니어 쇠고기 패티 튀김 베이컨 양파 토마토 양상추 디아블로 소스
버거킹,몬스터와퍼,9300,"불맛 가득 순쇠고기, 치킨, 베이컨에 화끈한 디아블로 소스의 압도적인 맛 쇠고기 패티, 치킨패티, 베이컨, 슬라이스 치즈, 양상추, 토마토, 생양파, 마요네즈",치킨 패티,불맛 가득 쇠고기 치킨 베이컨 화끈하다 디아블로 소스 압도 패티 라이스 치즈 양상추 토마토 양파 마요네즈
버거킹,통새우와퍼,7900,"불맛 가득 순쇠고기, 갈릭페퍼 통새우, 스파이시토마토소스가 더해진 프리미엄 버거 번, 쇠고기 패티 , 새우 4마리, 양상추, 토마토, 생양파, 마요네즈, 스파이시 토마토 소스",새우 패티,불맛 가득 쇠고기 갈릭 페퍼 새우 스파이 토마토 소스 더하다 프리미엄 패티 마리 양상추 양파 마요네즈
버거킹,콰트로치즈와퍼,7900,"진짜 불맛을 즐겨라, 4가지 고품격 치즈와 불에 직접 구운 와퍼 패티의 만남! 빵, 케첩, 마요네즈, 양상추, 토마토, 패티, 양파, 피클, 치즈",소고기 패티,진짜 즐기다 가지 고품격 치즈 직접 와퍼 패티 케첩 마요네즈 양상추 토마토 양파 피클
버거킹,통새우맥시멈2,12500,"통새우가 기본 7개! 패티는 2장에서 4장까지 번, 패티 2장, 새우 7마리, 양상추, 토마토, 생양파, 마요네즈, 스파이시 토마토 소스",새우 패티,새우 기본 패티 마리 양상추 토마토 양파 마요네즈 스파이 소스
버거킹,통새우맥시멈3,15000,"통새우가 기본 7개! 패티는 2장에서 4장까지 번, 패티 3장, 새우 7마리, 양상추, 토마토, 생양파, 마요네즈, 스파이시 토마토 소스",새우 패티,새우 기본 패티 마리 양상추 토마토 양파 마요네즈 스파이 소스
버거킹,통새우맥시멈4,17500,"통새우가 기본 7개! 패티는 2장에서 4장까지 번, 패티 4장, 새우 7마리, 양상추, 토마토, 생양파, 마요네즈, 스파이시 토마토 소스",새우 패티,새우 기본 패티 마리 양상추 토마토 양파 마요네즈 스파이 소스
맥도날드,햄버거,2500,"100% 순 쇠고기 패티에 상큼한 피클과 양파, 기본에 충실한 맥도날드 햄버거. 레귤러번 2장, 쇠고기 패티, 피클 1조각, 케첩, 머스타드, 저민 양파",소고기 패티,쇠고기 패티 상큼 피클 양파 기본 충실하다 맥도날드 햄버거 레귤러 조각 케첩 머스타드
맥도날드,치즈버거,2700,"고소하고 부드러운 치즈와 100% 순 쇠고기 패티, 맥도날드만의 심플한 클래식 치즈버거. 레귤러번 2장, 쇠고기 패티, 피클, 케첩, 머스타드 소스, 다진양파, 치즈",소고기 패티,고소하다 부드럽다 치즈 쇠고기 패티 맥도날드 만의 심플 클래식 치즈버거 레귤러 피클 케첩 머스타드 소스 다지다 양파
맥도날드,더블치즈버거,4700,"고소하고 부드러운 치즈와 100% 순 쇠고기 패티가 두개 맥도날드만의 더블 치즈버거!! 레귤러번 2장, 쇠고기 패티 2장, 피클, 케첩, 머스타드 소스, 다진양파, 치즈 2장",소고기 패티,고소하다 부드럽다 치즈 쇠고기 패티 맥도날드 만의 더블 치즈버거 레귤러 피클 케첩 머스타드 소스 다지다 양파
맥도날드,트리플치즈버거,5800,"부드러운 치즈와 풍부한 육즙의 패티를 세배 더 진하게 즐길 수 있는 트리플 치즈버거 이전 메뉴다음 메뉴 레귤러번 2장, 쇠고기 패티 3장, 피클, 케첩, 머스타드 소스, 다진양파, 치즈 3장",소고기 패티,부드럽다 치즈 풍부하다 육즙 패티 진하다 즐기다 트리플 치즈버거 이전 메뉴 레귤러 쇠고기 피클 케첩 머스타드 소스 다지다 양파
맥도날드,베이컨 토마토 디럭스,5800,"두 장의 100% 순 쇠고기 패티에 그릴에 구워 더욱 고소한 1장의 베이컨을 얹고, 신선한 토마토와 양상추, 매콤달콤한 스위트 칠리 소스, 치즈, 마요네즈를 더해 더욱 풍부하고 신선한 맛의 프리미엄 버거. 쿼터번 2장, 쇠고기 패티 2장, 베이컨, 양상추, 토마토, 칠리 소스, 마요네즈",소고기 패티,장의 쇠고기 패티 그릴 굽다 더욱 고소하다 베이컨 얹다 신선하다 토마토 양상추 매콤 달콤하다 스위트 칠리 소스 치즈 마요네즈 더하다 풍부하다 프리미엄 쿼터
맥도날드,슈비 버거,5800,"탱~글한 통새우살에 비프 패티를 더해 푸짐하게~ 슈비 버거 쉬림프번 2장, 통새우 패티, 쇠고기 패티, 스파이시 어니언 소스, 토마토, 다진양파 ",새우 패티,새우 비프 패티 더하다 푸다 지다 슈비 림프 쇠고기 스파이 어니언 소스 토마토 다지다 양파
맥도날드,슈슈 버거,4700,"탱~글한 통새우살 가득~ 슈슈 버거! 쉬림프번 2장, 통새우 패티 2장, 스파이시 어니언 소스, 토마토, 다진양파 ",새우 패티,새우 가득 슈슈 림프 패티 스파이 어니언 소스 토마토 다지다 양파
맥도날드,불고기 버거,3100,"한국인의 입맛에 딱 맞는 불고기 소스에 잘 재운 패티와 고소한 마요네즈, 신선한 양상추의 맛있는 조합. 레귤러번 2장, 돼지고기 패티, 마요네즈, 불고기소스, 양상추",소고기 패티,한국인 입맛 맞다 불고기 소스 자다 재운 패티 고소하다 마요네즈 신선하다 양상추 맛있다 조합 레귤러 돼지고기
맥도날드,에그 불고기 버거 ,3900,"불고기 버거에 국내산 1+등급 계란을 더해 맛의 정점을 찍다! 레귤러번 2장, 돼지고기 패티, 마요네즈, 불고기소스, 양상추, 계란 후라이",소고기 패티,불고기 국내 등급 계란 더하다 정점 레귤러 돼지고기 패티 마요네즈 소스 양상추 라이
맥도날드,더블 불고기 버거,4500,"진한 불고기 소스의 패티가 두 장! 여기에 고소한 치즈와 마요네즈, 신선한 양상추를 곁들인 깊고 풍부한 맛. 레귤러번 2장, 돼지고기 패티 2장, 마요네즈, 불고기소스, 양상추, 치즈",소고기 패티,진하다 불고기 소스 패티 고소하다 치즈 마요네즈 신선하다 양상추 깊다 풍부하다 레귤러 돼지고기
맥도날드,맥치킨,3500,"바삭한 치킨 패티, 고소한 화이트 마요 소스와 아삭한 양상추가 함께! 더 업그레이드된 맛으로 돌아온 맥치킨 레귤러번 2장, 치킨너겟 패티, 양상추, 화이트마요소스",치킨 패티,바삭 치킨 패티 고소하다 화이트 소스 양상 추가 업그레이드 돌아오다 레귤러 치킨너겟 양상추
맥도날드,맥치킨 모짜렐라,5000,"든든한 맥치킨에 골든 모짜렐라 치즈 스틱 2개와 매콤한 아라비아따 소스를 더해 강렬하게 재탄생한 맥치킨 모짜렐라 쿼터번 2장, 치킨너겟 패티, 양상추, 화이트마요소스, 모짜렐라 치즈스틱 2개, 아라비아따 소스",치킨 패티,든든하다 치킨 골든 모짜렐라 치즈 스틱 매콤 아라비아 따다 소스 더하다 강렬하다 재탄생 쿼터 치킨너겟 패티 양상추 화이트 치즈스틱
