Unnamed: 0,id,name,rank,visitor,blog,menu,explain,price,jibun_address,patty,wordlist,latitude,longitude
368,1269964032,버거타임,4.45,663,80,더블치즈 수제버거,아메리칸치즈 2장+소고기패티 2장+양파+피클+하우스소스,"10,800원",고덕동 210-1,소고기 패티,아메리칸 치즈 소고기 패티 양파 피클 하우스 소스,37.5576094801473,127.170103050262
369,1269964032,버거타임,4.45,663,80,에그버거,아메리칸치즈+에그스크럼블+달콤소스,"4,200원",고덕동 210-1,소고기 패티,아메리칸 치즈 에그 스크럼 달콤 소스,37.5576094801473,127.170103050262
389,20455763,버거트리동탄본점,4.38,860,364,버거트리버거(S),신선한 야채와 버거트리만의 특제소스로(칠리) 만든 기본버거 R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"11,800원",반송동 51-2,소고기 패티,신선하다 야채 트리 만의 특제 소스 칠리 보다 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
390,20455763,버거트리동탄본점,4.38,860,364,버거트리버거(R),신선한 야채와 버거트리만의 특제소스로(칠리) 만든 기본버거 R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"26,800원",반송동 51-2,소고기 패티,신선하다 야채 트리 만의 특제 소스 칠리 보다 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
392,20455763,버거트리동탄본점,4.38,860,364,불고기버거(S),신선한 야채와 달콤한 불고기소스 마요네즈가 들어간 버거 R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"11,800원",반송동 51-2,소고기 패티,신선하다 야채 달콤하다 불고기 소스 마요네즈 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
393,20455763,버거트리동탄본점,4.38,860,364,불고기버거(R),신선한 야채와 달콤한 불고기소스 마요네즈가 들어간 버거 R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"26,800원",반송동 51-2,소고기 패티,신선하다 야채 달콤하다 불고기 소스 마요네즈 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
395,20455763,버거트리동탄본점,4.38,860,364,치즈버거(S),수제패티에 고소한 아메리칸치즈와 체타치즈가 듬뿍 들어간 리얼치즈버거 R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"12,800원",반송동 51-2,소고기 패티,수제 패티 고소하다 아메리칸 치즈 듬뿍 리얼 치즈버거 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
396,20455763,버거트리동탄본점,4.38,860,364,치즈버거(R),수제패티에 고소한 아메리칸치즈와 체타치즈가 듬뿍 들어간 리얼치즈버거 R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"27,800원",반송동 51-2,소고기 패티,수제 패티 고소하다 아메리칸 치즈 듬뿍 리얼 치즈버거 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
398,20455763,버거트리동탄본점,4.38,860,364,클럽샌드위치버거(S),닭가슴살 베이컨 계란이들어간 깔끔한 맛이 일품인 샌드위치버거R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"12,800원",반송동 51-2,소고기 패티,가슴 베이컨 계란 깔끔하다 일품 샌드위치 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
399,20455763,버거트리동탄본점,4.38,860,364,클럽샌드위치버거(R),닭가슴살 베이컨 계란이들어간 깔끔한 맛이 일품인 샌드위치버거R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"27,800원",반송동 51-2,소고기 패티,가슴 베이컨 계란 깔끔하다 일품 샌드위치 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
401,20455763,버거트리동탄본점,4.38,860,364,멕시칸버거(S),스파이시한 할라피뇨소스와 계란후라이를 올린버거 R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"12,800원",반송동 51-2,소고기 패티,스파이 시한 피뇨 소스 계란 라이 올리다 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
402,20455763,버거트리동탄본점,4.38,860,364,멕시칸버거(R),스파이시한 할라피뇨소스와 계란후라이를 올린버거 R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"27,800원",반송동 51-2,소고기 패티,스파이 시한 피뇨 소스 계란 라이 올리다 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
404,20455763,버거트리동탄본점,4.38,860,364,그릴필렛버거(S),등심스테이크 양념한불고기에 모짜렐라 치즈를 듬뿍 오린 달콤쫄깃한 버거 R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"12,800원",반송동 51-2,소고기 패티,등심 스테이크 양념 불고기 모짜렐라 치즈 듬뿍 달콤 쫄깃 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
405,20455763,버거트리동탄본점,4.38,860,364,그릴필렛버거(R),등심스테이크 양념한불고기에 모짜렐라 치즈를 듬뿍 오린 달콤쫄깃한 버거 R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"27,800원",반송동 51-2,소고기 패티,등심 스테이크 양념 불고기 모짜렐라 치즈 듬뿍 달콤 쫄깃 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
407,20455763,버거트리동탄본점,4.38,860,364,수제새우버거(S),오직 생새우살만을 사용하여 직접만드는 새우패티에 칠리소스와 타르타르소스 체다치즈가 들어가는 버거,"12,800원",반송동 51-2,새우 패티,새우 만을 사용 직접 패티 칠리소스 타르 소스 체다 치즈,37.2071437170521,127.060606086611
409,20455763,버거트리동탄본점,4.38,860,364,유러피안버거(S),수제패티에 어니언닝과체다치즈가 들어간 바사삭 고소한 칠리타리타르소스의 두가지맛 버거 R사이즈는 1호케익크기의 큰버거 입니다 (3~4인용),"12,800원",반송동 51-2,소고기 패티,수제 패티 어니언 체다 치즈 바사삭 고소하다 리타 타르 소스 가지 사이즈 케익 크기 크다 인용,37.2071437170521,127.060606086611
