,title,content,text
241,가성비가 최고인 프로틴입니다!,"임팩트 웨이 프로틴 강력 추천합니다!
    마이프로틴 제품만 이제 4년째 먹고 있네요 
    다양하고 저렴하고 가성비 진짜 최고 입니다. 
    다만 해외제품이라 배송이 조금 오래 걸리지만 저는 매번 5kg씩 주문하므로 크게 타격감은 없네용 ㅎㅎ","가성비가 최고인 프로틴입니다!임팩트 웨이 프로틴 강력 추천합니다!
    마이프로틴 제품만 이제 4년째 먹고 있네요 
    다양하고 저렴하고 가성비 진짜 최고 입니다. 
    다만 해외제품이라 배송이 조금 오래 걸리지만 저는 매번 5kg씩 주문하므로 크게 타격감은 없네용 ㅎㅎ"
242,헐 밀크티맛 개맛있다,"첫 한입먹고 넘 맛있어서 리뷰 올림

    앵간하면 캡챠뜰때 걍 꺼버리는데
    이거 넘 맛있어서 리뷰올림","헐 밀크티맛 개맛있다첫 한입먹고 넘 맛있어서 리뷰 올림

    앵간하면 캡챠뜰때 걍 꺼버리는데
    이거 넘 맛있어서 리뷰올림"
243,뭐랄까ㅏㅓ,맛은 있는데 먹다보면 질리는맛이라 역사 초코가 촤고다ㅏㅓㅓ,뭐랄까ㅏㅓ맛은 있는데 먹다보면 질리는맛이라 역사 초코가 촤고다ㅏㅓㅓ
244,믿고묵지 또묵지,리얼 스트로베리 꿀맛 ㅇㅈ? ㅇㅇㅈ,믿고묵지 또묵지리얼 스트로베리 꿀맛 ㅇㅈ? ㅇㅇㅈ
245,맛 없음,"맛 없음
    그냥 초코맛 시키시고,
    아이솔레이트 드시면 잘 풀리고 좋을 것 같습니다.","맛 없음맛 없음
    그냥 초코맛 시키시고,
    아이솔레이트 드시면 잘 풀리고 좋을 것 같습니다."
246,최근 먹어본 보충제 맛평가(오로지 맛),"아래는 최근 먹어본 보충제의 맛 비교입니다

    신타6 저먼초콜릿 : 맛있다, 보충제 입문자는 이걸로 먹자(별5개)
    컴뱃100%웨이 카푸치노 : 인공적인 단맛 심함, 너무달다 맛은 그냥 단맛뿐 카푸치노맛은 아님(별2개)
    임팩트웨이 아이스라떼 : 맛있다, 우유도 필요없다 걍 물타서 먹으면 커피우유맛(별5개)

    고대부터 맛은 신타지만 아이스라떼 맛은 없으니 취향차이로 선택하시면 됩니다
    참고로 신타는 지방과 탄수화물이 높아 배불러요(그래서 맛있음)
    초코맛 계열은 지겨워서 안먹습니다
    그래서 저의 최근 원픽은 아이스라떼 입니다","최근 먹어본 보충제 맛평가(오로지 맛)아래는 최근 먹어본 보충제의 맛 비교입니다

    신타6 저먼초콜릿 : 맛있다, 보충제 입문자는 이걸로 먹자(별5개)
    컴뱃100%웨이 카푸치노 : 인공적인 단맛 심함, 너무달다 맛은 그냥 단맛뿐 카푸치노맛은 아님(별2개)
    임팩트웨이 아이스라떼 : 맛있다, 우유도 필요없다 걍 물타서 먹으면 커피우유맛(별5개)

    고대부터 맛은 신타지만 아이스라떼 맛은 없으니 취향차이로 선택하시면 됩니다
    참고로 신타는 지방과 탄수화물이 높아 배불러요(그래서 맛있음)
    초코맛 계열은 지겨워서 안먹습니다
    그래서 저의 최근 원픽은 아이스라떼 입니다"
247,블루베리 치즈케이크,"딸기도 맛나고, 블루베리도 맛나요.
    블루베리는 좀 깔끔한 맛이어서
    질리지 않을거 같아요","블루베리 치즈케이크딸기도 맛나고, 블루베리도 맛나요.
    블루베리는 좀 깔끔한 맛이어서
    질리지 않을거 같아요"
248,코코넛 + 두유,"코코넛, 신상 팥 맛, 블루베리치즈케이크
    이렇게 시켰는데 코코넛 맛 진짜 맛있구요
    셋다 맛있긴 한데 블치는 배송에서 다 흘러서 와서 ㅠㅠㅠ 아 그리고 역시 물에 타도 맛있지만 두유에 타먹는게 핵꿀맛입니다
    팥맛도 굳","코코넛 + 두유코코넛, 신상 팥 맛, 블루베리치즈케이크
    이렇게 시켰는데 코코넛 맛 진짜 맛있구요
    셋다 맛있긴 한데 블치는 배송에서 다 흘러서 와서 ㅠㅠㅠ 아 그리고 역시 물에 타도 맛있지만 두유에 타먹는게 핵꿀맛입니다
    팥맛도 굳"
249,갓이프로틴,바나나1kg 네츄럴초코렛2.5kg 스트로베리2.5 밀크티맛2.5kg 이렇게 프로틴 되게 많이 사서 매일 맛 골라먹는데 되게 맛있습니다. 골라 먹으니깐 질리지도 않고 좋습니다. 가격도 다른 프로틴 회사보다 되게 저렴하고 갓성비입니다.  ㄹㅇ 갓갓갓입니다. 긋긋긋. 네츄럴초콜렛이 진짜 가루향부터 저희가 아는 제티향이 나고 맛도 제티맛 입니다 되게 맛있습니다. 네츄럴초콜렛은 근본!이라고 봐도 무방한거 같습니다. 다른 맛들도 당연시 맛있습니다! 극극추천합니다. 그리고 마프 문의해주시는 분도 되게 착하시고 친절하십니다! 긋긋긋.,갓이프로틴바나나1kg 네츄럴초코렛2.5kg 스트로베리2.5 밀크티맛2.5kg 이렇게 프로틴 되게 많이 사서 매일 맛 골라먹는데 되게 맛있습니다. 골라 먹으니깐 질리지도 않고 좋습니다. 가격도 다른 프로틴 회사보다 되게 저렴하고 갓성비입니다.  ㄹㅇ 갓갓갓입니다. 긋긋긋. 네츄럴초콜렛이 진짜 가루향부터 저희가 아는 제티향이 나고 맛도 제티맛 입니다 되게 맛있습니다. 네츄럴초콜렛은 근본!이라고 봐도 무방한거 같습니다. 다른 맛들도 당연시 맛있습니다! 극극추천합니다. 그리고 마프 문의해주시는 분도 되게 착하시고 친절하십니다! 긋긋긋.
250,맛있습니다.,흑당 버블 맛만 먹는데 맛있습니다,맛있습니다.흑당 버블 맛만 먹는데 맛있습니다
251,현미녹차 라떼,"현미녹차 라떼 분유맛남 ㅋㅋ 어렸을때 사촌동생 분유뺐어먹던 추억에 잠겨서 2배로 맛있음 ㅋㅋ
    현미녹차 라떼 ㄴㄴ 분유 라떼임 ㅋㅋ","현미녹차 라떼현미녹차 라떼 분유맛남 ㅋㅋ 어렸을때 사촌동생 분유뺐어먹던 추억에 잠겨서 2배로 맛있음 ㅋㅋ
    현미녹차 라떼 ㄴㄴ 분유 라떼임 ㅋㅋ"
252,이거저거 먹어봤는데 아직까지 실패는 없음..,"지금까지 먹어본 맛.
    초콜렛, 스트로베리크림, 블루베리, 화이트초콜렛, 아이스라떼, 말차라떼, 레드빈, 훗카이도밀크
    총 8가지 먹어봤네요. 리뷰 쓰면서 보니까 참 많이도 먹어봤군요.
    초콜렛은 그냥 가장 대중적인 맛이고, 
    스트로베리크림은 입문자가 먹기에 괜찮아여.. 근데 좀 많이 달고,
    블루베리는 향은 좋은데 맛은 생각보다 밋밋했고, 
    화이트초콜렛은 우유에 먹으면 존맛인데 물에 먹으면 살짝 비림.
    아이스라떼는 우유, 물, 아몬드브리즈 다 괜찮고,
    말차라떼도 so so.. 근데 향은 개인적으로 말차라떼가 가장 좋았음.
    레드빈하고 훗카이도 밀크는... 주관적으로 젤 좋아요. 특히 레드빈.. 팥맛이래서 이상할 줄 알았는데, 최고임.","이거저거 먹어봤는데 아직까지 실패는 없음..지금까지 먹어본 맛.
    초콜렛, 스트로베리크림, 블루베리, 화이트초콜렛, 아이스라떼, 말차라떼, 레드빈, 훗카이도밀크
    총 8가지 먹어봤네요. 리뷰 쓰면서 보니까 참 많이도 먹어봤군요.
    초콜렛은 그냥 가장 대중적인 맛이고, 
    스트로베리크림은 입문자가 먹기에 괜찮아여.. 근데 좀 많이 달고,
    블루베리는 향은 좋은데 맛은 생각보다 밋밋했고, 
    화이트초콜렛은 우유에 먹으면 존맛인데 물에 먹으면 살짝 비림.
    아이스라떼는 우유, 물, 아몬드브리즈 다 괜찮고,
    말차라떼도 so so.. 근데 향은 개인적으로 말차라떼가 가장 좋았음.
    레드빈하고 훗카이도 밀크는... 주관적으로 젤 좋아요. 특히 레드빈.. 팥맛이래서 이상할 줄 알았는데, 최고임."
253,잘먹고있어여,싸고 좋아서 계속 먹는데 통에 옮겨먹는거 훨씬 나음,잘먹고있어여싸고 좋아서 계속 먹는데 통에 옮겨먹는거 훨씬 나음
254,어머니께서 만족하세요.,당뇨가 있으셔서 중간중간 허기가 지실 때 드실거리를 찾다가 주변 지인의 추천으로 구매하였습니다. 어머니께서 만족하시네요..,어머니께서 만족하세요.당뇨가 있으셔서 중간중간 허기가 지실 때 드실거리를 찾다가 주변 지인의 추천으로 구매하였습니다. 어머니께서 만족하시네요..
255,로켓 배송!!!,"11일에 시켰는데 방금 받았습니다.

    테이프가 뜯어졌지만 내용물은 이상이 없네요.

    꿀이랑 섞어 먹을려고 무맛을 시켰습니다. 할인 잘 받았습니다~","로켓 배송!!!11일에 시켰는데 방금 받았습니다.

    테이프가 뜯어졌지만 내용물은 이상이 없네요.

    꿀이랑 섞어 먹을려고 무맛을 시켰습니다. 할인 잘 받았습니다~"
256,스트로베리 크림,너무 맛있어요!!,스트로베리 크림너무 맛있어요!!
257,리얼티 컬렉션 너무 맛있어요,리얼티 컬렉션 밀크티 5키로 먹고 있는데...와 웬만한 카페 로열 밀크티랑 맛이 비슷합니다. 무엇보다 풀림도 너무 좋고 목넘김도 깔끔. 단백질 비린맛 없음!,리얼티 컬렉션 너무 맛있어요리얼티 컬렉션 밀크티 5키로 먹고 있는데...와 웬만한 카페 로열 밀크티랑 맛이 비슷합니다. 무엇보다 풀림도 너무 좋고 목넘김도 깔끔. 단백질 비린맛 없음!
258,좋아요.,"저렴하게 잘 먹고 있어요
    가성비 있는 제품 많이 없는데 저렴하게 잘샀어요~","좋아요.저렴하게 잘 먹고 있어요
    가성비 있는 제품 많이 없는데 저렴하게 잘샀어요~"
259,마이프로틴 추천,"마이프로틴 5개를 시켰는데 
    맛이 다 괜찮고 먹어본 프로틴 중에 가장 최고 인 것 같습니다 
    마이프로틴 추천합니다","마이프로틴 추천마이프로틴 5개를 시켰는데 
    맛이 다 괜찮고 먹어본 프로틴 중에 가장 최고 인 것 같습니다 
    마이프로틴 추천합니다"
260,최고의 프로틴 (The best protein powder I've ever experienced),"마이프로틴을 먹으면서 운동과 더불어 영양소 섭취를 잘 함으로 근육을 많이 키울 수 있었습니다.
    덕분에 바디프로필을 무사히 찍을 수 있었습니다.
    정말로 감사합니다. 앞으로 번창하시길 바랍니다.

    Doing exercise with taking Myprotein. It was best protein poweder choice I've ever done.
    By taking proper nutrition, I was able to take Body profile picture successfully.
    Thank you very mucy My protein!!!","최고의 프로틴 (The best protein powder I've ever experienced)마이프로틴을 먹으면서 운동과 더불어 영양소 섭취를 잘 함으로 근육을 많이 키울 수 있었습니다.
    덕분에 바디프로필을 무사히 찍을 수 있었습니다.
    정말로 감사합니다. 앞으로 번창하시길 바랍니다.

    Doing exercise with taking Myprotein. It was best protein poweder choice I've ever done.
    By taking proper nutrition, I was able to take Body profile picture successfully.
    Thank you very mucy My protein!!!"
261,정말좋아요,맛잇게.잘 먹고잇습니다.,정말좋아요맛잇게.잘 먹고잇습니다.
262,난 이게 최고,"맛차라떼, 민트초코, 아이스라떼 먹어봤는데
    아이스라떼가 최고에요
    차가운 무가당두유에 넣고 쉐이크쉐이크해서 먹으면
    그냥 연유맛 살짝나는 커피우유 
    젤맛있음!!!","난 이게 최고맛차라떼, 민트초코, 아이스라떼 먹어봤는데
    아이스라떼가 최고에요
    차가운 무가당두유에 넣고 쉐이크쉐이크해서 먹으면
    그냥 연유맛 살짝나는 커피우유 
    젤맛있음!!!"
263,좋습니다,프로틴 처음 구매했는데 맛있네요:),좋습니다프로틴 처음 구매했는데 맛있네요:)
264,스트로베리 크림,"5kg샀는데 안질려서 전부먹을것같아요 
    끝에  거품생기는것만 빼면완벽 
    딸기우유맛 가끔 빨간약맛도 좀나는데 괜찮은것같아요","스트로베리 크림5kg샀는데 안질려서 전부먹을것같아요 
    끝에  거품생기는것만 빼면완벽 
    딸기우유맛 가끔 빨간약맛도 좀나는데 괜찮은것같아요"
265,꿀맛.,"보충제 처음 먹어보는데, 원래 이렇게 맛있는거였음? 특히 우유에 타니까 걍 초코우유인데?? 맛으로 먹는 중임ㅋㅋㅋ","꿀맛.보충제 처음 먹어보는데, 원래 이렇게 맛있는거였음? 특히 우유에 타니까 걍 초코우유인데?? 맛으로 먹는 중임ㅋㅋㅋ"
266,홋카이도 밀크 구매후기,맛은 진짜 분유..?에 설탕 섞은맛..! 유당 확실히 잔뜩 들어간것 같네요 먹을만은 해요,홋카이도 밀크 구매후기맛은 진짜 분유..?에 설탕 섞은맛..! 유당 확실히 잔뜩 들어간것 같네요 먹을만은 해요
267,강추합니다.,"맛도 거부감 없고 매번 잘 먹고있습니다. 
    한 세번째 시켜먹고 있습니다. 주변사람들한테도 추천해 드리고싶어요","강추합니다.맛도 거부감 없고 매번 잘 먹고있습니다. 
    한 세번째 시켜먹고 있습니다. 주변사람들한테도 추천해 드리고싶어요"
268,참 좋은 프로틴 제품,"흑당밀크티 맛 추천!!
    끝맛이 씁쓸한 메이플 시럽맛 맛있네요!","참 좋은 프로틴 제품흑당밀크티 맛 추천!!
    끝맛이 씁쓸한 메이플 시럽맛 맛있네요!"
269,늘 먹는 프로틴,스트로베리 크림만 먹다가 파인애플 맛도 먹는데 진짜 딱 파인애플 향이 나는 음료수 같습니다.,늘 먹는 프로틴스트로베리 크림만 먹다가 파인애플 맛도 먹는데 진짜 딱 파인애플 향이 나는 음료수 같습니다.
270,민초맛 최고,민초 매니아!,민초맛 최고민초 매니아!
271,훗카이도 밀크,페코짱 훗카이도 밀크 캔디랑 비슷한 맛이 납니다. 복숭아 아이스티나 내추럴 초콜릿 보다 풀림은 덜하지만 그래도 맛있고 좋네요,훗카이도 밀크페코짱 훗카이도 밀크 캔디랑 비슷한 맛이 납니다. 복숭아 아이스티나 내추럴 초콜릿 보다 풀림은 덜하지만 그래도 맛있고 좋네요
272,맛나요,"왜 상위권에 놓여있는 맛인지 알겠어요
    커피맛나고
    우유에 타기보단 물이나 별로 안 단 두유추천요","맛나요왜 상위권에 놓여있는 맛인지 알겠어요
    커피맛나고
    우유에 타기보단 물이나 별로 안 단 두유추천요"
273,밀크티 민트초코 초코렛스무스 추천,"세개가 쓰리탑인거같아요
    스트로베리크림은 보통...","밀크티 민트초코 초코렛스무스 추천세개가 쓰리탑인거같아요
    스트로베리크림은 보통..."
274,임팩트 웨이 프로틴,항상 다른 프로틴것을 먹다 친구 한테 추천 받아 네츄럴 초콜릿 맛을 구매 하게 되었습니다. 제일 무난하다고 하여 구매 하였는데 초콜릿 맛은 실패 할 수가 없더라고요 ㅎㅎ 5kg 짜리 구매하여 넉넉히 잘 먹고 있습니다. 그리고 프로틴 먹을때 차가운 물을 이용하여 타 먹었는데 미지근한 물 쪼금 넣고 하면 완전 잘 녹더라고요 더 부드럽게 넘어가고요 추천 드릴께요 !! ㅎㅎ,임팩트 웨이 프로틴항상 다른 프로틴것을 먹다 친구 한테 추천 받아 네츄럴 초콜릿 맛을 구매 하게 되었습니다. 제일 무난하다고 하여 구매 하였는데 초콜릿 맛은 실패 할 수가 없더라고요 ㅎㅎ 5kg 짜리 구매하여 넉넉히 잘 먹고 있습니다. 그리고 프로틴 먹을때 차가운 물을 이용하여 타 먹었는데 미지근한 물 쪼금 넣고 하면 완전 잘 녹더라고요 더 부드럽게 넘어가고요 추천 드릴께요 !! ㅎㅎ
275,너무 맛있어요ㅠㅜ,맛있고 담백한 맛!,너무 맛있어요ㅠㅜ맛있고 담백한 맛!
276,좋아용,"2.5키로는 너무 금방먹어서 초콜릿스무스 5키로로 샀는데 역시 좋음. 카라멜, 아이스라떼, 밀크티 먹어봤는데 맛있지만 초콜릿스무스가 제일 무난하고 거품도 안생겨서 잘안질리고 오래먹기좋은거같음. 앞으로도 계속 사먹을예정","좋아용2.5키로는 너무 금방먹어서 초콜릿스무스 5키로로 샀는데 역시 좋음. 카라멜, 아이스라떼, 밀크티 먹어봤는데 맛있지만 초콜릿스무스가 제일 무난하고 거품도 안생겨서 잘안질리고 오래먹기좋은거같음. 앞으로도 계속 사먹을예정"
